Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls1,Ast1,G+A1,G-PK1,G+A-PK,xG1,xAG1,xG+xAG,npxG1,npxG+xAG1
296,Dan Ndoye,"MF,DF",Switzerland,23,2000,5,5,407,4.5,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,20,9,31,0.22,0.00,0.22,0.22,0.22,0.34,0.03,0.37,0.34,0.37
297,Pedro Neto,"DF,FW",Portugal,23,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,16,5,19,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
298,Manuel Neuer,GK,Germany,37,1986,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,João Neves,MF,Portugal,19,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
300,Rúben Neves,MF,Portugal,26,1997,4,0,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,12,6,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
301,Florin Niță,GK,Romania,36,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Matheus Nunes,MF,Portugal,25,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0.00,0.00,0.00,0.00,0.00,1.41,0.12,1.54,1.41,1.54
303,Christian Nørgaard,MF,Denmark,29,1994,3,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
304,Adam Obert,DF,Slovakia,21,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Jan Oblak,GK,Slovenia,31,1993,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Darius Olaru,MF,Romania,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Dani Olmo,"MF,FW",Spain,25,1998,6,3,432,4.8,3,2,5,3,0,0,1,0,1.7,1.7,1.3,3.0,21,21,32,0.62,0.42,1.04,0.62,1.04,0.38,0.30,0.68,0.38,0.68
308,Amadou Onana,MF,Belgium,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,17,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
309,Loïs Openda,FW,Belgium,23,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
310,Willi Orban,DF,Hungary,31,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0,7,2,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.24,0.20,0.24
311,Mikel Oyarzabal,FW,Spain,26,1997,7,1,201,2.2,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,4,9,22,0.45,0.45,0.90,0.45,0.90,0.52,0.33,0.85,0.52,0.85
312,Salih Özcan,MF,Türkiye,26,1998,4,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
313,João Palhinha,MF,Portugal,28,1995,4,4,299,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,0,23,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
314,Cole Palmer,"MF,FW",England,21,2002,5,0,149,1.7,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.60,0.60,1.21,0.60,1.21,0.17,0.14,0.31,0.17,0.31
315,Mario Pašalić,"FW,MF",Croatia,28,1995,3,1,116,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,5,7,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
316,Strahinja Pavlović,DF,Serbia,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
317,Pedri,MF,Spain,21,2002,4,4,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,0.8,1.9,6,10,16,0.00,0.48,0.48,0.00,0.48,0.53,0.38,0.92,0.53,0.92
318,Peter Pekarík,DF,Slovakia,37,1986,4,4,377,4.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,7,10,9,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22
319,Lorenzo Pellegrini,"FW,MF",Italy,27,1996,4,3,218,2.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,10,8,14,0.00,0.41,0.41,0.00,0.41,0.22,0.19,0.41,0.22,0.41
320,Patrick Pentz,GK,Austria,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Pepe,DF,Portugal,40,1983,4,4,408,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
322,Danilo Pereira,DF,Portugal,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
323,Ayoze Pérez,FW,Spain,30,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,3,0.00,0.00,0.00,0.00,0.00,2.01,0.00,2.01,2.01,2.01
324,Ivan Perišić,"DF,FW",Croatia,34,1989,3,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.31,0.07,0.31
325,Bruno Petković,FW,Croatia,29,1994,2,1,87,1.0,0,0,0,0,0,1,0,0,1.1,0.3,0.1,0.4,2,4,2,0.00,0.00,0.00,0.00,0.00,1.11,0.08,1.20,0.30,0.38
326,Krzysztof Piątek,FW,Poland,28,1995,1,1,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,1.53,0.00,1.53,1.53,1.53,0.82,0.00,0.82,0.82,0.82
327,Jordan Pickford,GK,England,29,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Jakub Piotrowski,MF,Poland,26,1997,2,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,0.00,0.00,0.00,0.00,0.00,0.25,0.35,0.60,0.25,0.60
329,Marin Pongračić,DF,Croatia,26,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Ryan Porteous,DF,Scotland,24,1999,1,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Stefan Posch,DF,Austria,26,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,1.8,2.1,6,18,28,0.00,0.25,0.25,0.00,0.25,0.07,0.45,0.53,0.07,0.53
332,Yussuf Poulsen,"FW,MF",Denmark,29,1994,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
333,Alexander Prass,DF,Austria,22,2001,4,1,166,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,6,7,6,0.00,0.54,0.54,0.00,0.54,0.00,0.20,0.20,0.00,0.20
334,Lukáš Provod,MF,Czechia,27,1996,3,3,232,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,5,3,4,0.39,0.00,0.39,0.39,0.39,0.04,0.12,0.17,0.04,0.17
335,George Pușcaș,FW,Romania,27,1996,2,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Leopold Querfeld,DF,Austria,20,2003,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Adrien Rabiot,MF,France,28,1995,5,5,371,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,28,19,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
338,Bogdan Racovitan,DF,Romania,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,Predrag Rajković,GK,Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Anthony Ralston,DF,Scotland,25,1998,3,3,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
341,Ylber Ramadani,MF,Albania,27,1996,3,3,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
342,Gonçalo Ramos,FW,Portugal,22,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
343,Giacomo Raspadori,FW,Italy,23,2000,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,0.00,0.00,0.00,0.00,0.00,0.09,0.40,0.49,0.09,0.49
344,Andrei Ratiu,DF,Romania,25,1998,4,4,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,8,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
345,David Raum,DF,Germany,25,1998,3,2,166,1.8,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,8,8,8,0.00,0.54,0.54,0.00,0.54,0.01,0.60,0.62,0.01,0.62
346,David Raya,GK,Spain,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Tijjani Reijnders,MF,Netherlands,25,1998,6,6,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23
348,Mateo Retegui,FW,Italy,24,1999,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
349,Declan Rice,MF,England,25,1999,7,7,690,7.7,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,5,39,14,0.00,0.13,0.13,0.00,0.13,0.05,0.02,0.07,0.05,0.07
350,Fabian Rieder,MF,Switzerland,21,2002,5,3,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,22,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14
351,Andrew Robertson,DF,Scotland,29,1994,3,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
352,Rodri,MF,Spain,27,1996,6,6,520,5.8,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,16,40,10,0.17,0.00,0.17,0.17,0.17,0.06,0.06,0.12,0.06,0.12
353,Ricardo Rodríguez,DF,Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,17,13,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
354,Taras Romanchuk,MF,Poland,32,1991,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,Cristiano Ronaldo,FW,Portugal,38,1985,5,5,485,5.4,0,1,1,0,0,1,1,0,3.6,2.8,1.2,4.1,3,5,33,0.00,0.19,0.19,0.00,0.19,0.76,0.26,1.03,0.60,0.86
356,Antonio Rüdiger,DF,Germany,30,1993,5,5,480,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,0,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15
357,Fabián Ruiz Peña,MF,Spain,27,1996,6,6,540,6.0,2,2,4,2,0,0,1,0,1.7,1.7,1.0,2.6,18,47,16,0.33,0.33,0.67,0.33,0.67,0.28,0.16,0.44,0.28,0.44
358,Adrian Rus,MF,Romania,27,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Marcel Sabitzer,"FW,MF",Austria,29,1994,4,4,360,4.0,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.6,8,12,37,0.25,0.00,0.25,0.25,0.25,0.22,0.19,0.41,0.22,0.41
360,Bukayo Saka,"FW,DF",England,22,2001,7,7,632,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,31,25,85,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.12,0.06,0.12
361,Bartosz Salamon,DF,Poland,32,1991,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
362,William Saliba,DF,France,22,2001,6,6,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,15,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
363,Roland Sallai,MF,Hungary,26,1997,3,3,266,3.0,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,12,5,23,0.00,0.34,0.34,0.00,0.34,0.21,0.34,0.55,0.21,0.55
364,Lazar Samardzic,MF,Serbia,21,2002,2,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
365,Leroy Sané,FW,Germany,28,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.23,0.18,0.23
366,Leo Sauer,FW,Slovakia,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Gianluca Scamacca,FW,Italy,25,1999,4,3,251,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30
368,András Schäfer,MF,Hungary,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,14,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
369,Fabian Schär,DF,Switzerland,32,1991,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,12,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
370,Patrik Schick,FW,Czechia,28,1996,2,2,127,1.4,1,0,1,1,0,0,2,0,1.5,1.5,0.1,1.6,2,1,6,0.71,0.00,0.71,0.71,0.71,1.03,0.08,1.11,1.03,1.11
371,Nico Schlotterbeck,DF,Germany,24,1999,2,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,1,1,1,0.00,0.75,0.75,0.00,0.75,0.05,0.28,0.33,0.05,0.33
372,Kasper Schmeichel,GK,Denmark,37,1986,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Romano Schmid,"FW,MF",Austria,24,2000,4,2,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.8,3,5,11,0.62,0.00,0.62,0.62,0.62,0.08,0.42,0.50,0.08,0.50
374,Jerdy Schouten,MF,Netherlands,27,1997,6,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,39,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
375,Ivan Schranz,FW,Slovakia,30,1993,4,4,331,3.7,3,0,3,3,0,0,1,0,1.0,1.0,0.3,1.3,5,6,16,0.82,0.00,0.82,0.82,0.82,0.28,0.07,0.35,0.28,0.35
376,Taulant Seferi,FW,Albania,27,1996,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,0.02,0.12
377,Nicolas Seiwald,MF,Austria,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,3,23,5,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17
378,Nélson Semedo,DF,Portugal,30,1993,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,4,17,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
379,Benjamin Šeško,FW,Slovenia,20,2003,4,4,358,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,3,7,21,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28
380,Petr Ševčík,MF,Czechia,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50
381,Stephan El Shaarawy,FW,Italy,31,1992,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Lawrence Shankland,FW,Scotland,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
383,Mykola Shaparenko,MF,Ukraine,25,1998,3,3,220,2.4,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,8,18,5,0.41,0.41,0.82,0.41,0.82,0.09,0.10,0.19,0.09,0.19
384,Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,2,1,71,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,1.27,0.00,1.27,1.27,1.27,0.11,0.05,0.16,0.11,0.16
385,Luke Shaw,DF,England,28,1995,3,1,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
386,Vincent Sierro,MF,Switzerland,28,1995,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
387,António Silva,DF,Portugal,20,2003,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,0.00,0.00,0.00,0.00,0.00,0.14,0.11,0.25,0.14,0.25
388,Bernardo Silva,"FW,MF",Portugal,29,1994,4,4,420,4.7,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,15,28,47,0.21,0.00,0.21,0.21,0.21,0.18,0.16,0.33,0.18,0.33
389,Unai Simón,GK,Spain,26,1997,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
390,Xavi Simons,"MF,FW",Netherlands,20,2003,6,5,454,5.0,1,3,4,1,0,0,2,0,0.6,0.6,1.0,1.5,20,28,33,0.20,0.59,0.79,0.20,0.79,0.11,0.20,0.31,0.11,0.31
391,Michał Skóraś,DF,Poland,23,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
392,Łukasz Skorupski,GK,Poland,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
393,Andreas Skov Olsen,"MF,FW",Denmark,24,1999,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,11,0.00,0.00,0.00,0.00,0.00,0.02,0.31,0.33,0.02,0.33
394,Milan Škriniar,DF,Slovakia,28,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,21,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
