Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls1,Ast1,G+A1,G-PK1,G+A-PK,xG1,xAG1,xG+xAG,npxG1,npxG+xAG1
395,Bartosz Slisz,MF,Poland,24,1999,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
396,Yann Sommer,GK,Switzerland,35,1988,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
397,Deian Sorescu,"MF,DF",Romania,26,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
398,Borna Sosa,DF,Croatia,26,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
399,Tomáš Souček,MF,Czechia,28,1995,3,3,270,3.0,1,0,1,1,0,0,2,0,0.6,0.6,1.0,1.5,0,11,4,0.33,0.00,0.33,0.33,0.33,0.19,0.32,0.51,0.19,0.51
400,Andraž Šporar,FW,Slovenia,29,1994,4,4,338,3.8,0,0,0,0,0,0,0,0,1.0,1.0,0.8,1.8,3,3,19,0.00,0.00,0.00,0.00,0.00,0.26,0.22,0.48,0.26,0.48
401,Nicolae Stanciu,"MF,FW",Romania,30,1993,4,4,353,3.9,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,2,10,3,0.25,0.00,0.25,0.25,0.25,0.05,0.07,0.12,0.05,0.12
402,Jindřich Staněk,GK,Czechia,27,1996,3,3,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
403,Josip Stanišić,DF,Croatia,23,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,8,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
404,Renato Steffen,DF,Switzerland,32,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
405,Taras Stepanenko,MF,Ukraine,34,1989,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
406,Leonidas Stergiou,DF,Switzerland,21,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
407,Petar Stojanović,MF,Slovenia,28,1995,4,4,316,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,11,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
408,John Stones,DF,England,29,1994,7,7,690,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,21,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
409,Thomas Strakosha,GK,Albania,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
410,Dávid Strelec,FW,Slovakia,22,2001,4,2,182,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.5,0,2,6,0.00,0.49,0.49,0.00,0.49,0.34,0.42,0.76,0.34,0.76
411,Callum Styles,MF,Hungary,23,2000,1,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
412,Luka Sučić,"FW,MF",Croatia,21,2002,3,1,140,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,6,7,5,0.00,0.00,0.00,0.00,0.00,0.37,0.27,0.64,0.37,0.64
413,Heorhiy Sudakov,MF,Ukraine,21,2002,3,3,262,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,6,15,11,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23
414,Pavel Šulc,MF,Czechia,23,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
415,Tomáš Suslov,"FW,MF",Slovakia,21,2002,4,0,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
416,Josip Šutalo,DF,Croatia,23,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,10,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
417,Oleksandr Svatok,DF,Ukraine,29,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
418,Karol Świderski,FW,Poland,27,1997,3,0,90,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,0,0,6,0.00,0.00,0.00,0.00,0.00,0.29,0.61,0.90,0.29,0.90
419,Serhiy Sydorchuk,MF,Ukraine,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
420,Attila Szalai,DF,Hungary,26,1998,2,1,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
421,Wojciech Szczęsny,GK,Poland,33,1990,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
422,Dominik Szoboszlai,MF,Hungary,23,2000,3,3,270,3.0,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,6,8,10,0.00,0.33,0.33,0.00,0.33,0.09,0.39,0.49,0.09,0.49
423,Sebastian Szymański,MF,Poland,24,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
424,Dušan Tadić,MF,Serbia,35,1988,3,1,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,4,4,17,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.00,0.34
425,Jonathan Tah,DF,Germany,27,1996,4,4,319,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,15,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
426,Maksym Talovierov,MF,Ukraine,23,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427,Aurélien Tchouaméni,MF,France,24,2000,5,5,470,5.2,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,9,56,5,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
428,Arthur Theate,DF,Belgium,23,2000,3,3,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,9,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
429,Marcus Thuram,FW,France,26,1997,4,3,260,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,7,6,18,0.00,0.00,0.00,0.00,0.00,0.27,0.03,0.29,0.27,0.29
430,Youri Tielemans,MF,Belgium,26,1997,3,2,148,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,15,1,0.61,0.00,0.61,0.61,0.61,0.07,0.01,0.08,0.07,0.08
431,Kieran Tierney,DF,Scotland,26,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
432,Ivan Toney,FW,England,27,1996,3,0,45,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.00,2.00,2.00,0.00,2.00,3.27,6.96,10.23,3.27,10.23
433,Ferrán Torres,"FW,MF",Spain,23,2000,5,1,155,1.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,4,2,15,0.58,0.00,0.58,0.58,0.58,0.45,0.09,0.54,0.45,0.54
434,Cenk Tosun,FW,Türkiye,32,1991,2,0,25,0.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,0,1,3.60,0.00,3.60,3.60,3.60,1.15,0.00,1.15,1.15,1.15
435,Gernot Trauner,DF,Austria,31,1992,2,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,8,0,1.00,0.00,1.00,1.00,1.00,0.08,0.00,0.08,0.08,0.08
436,Kieran Trippier,DF,England,33,1990,6,6,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,2,29,27,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19
437,Leandro Trossard,FW,Belgium,29,1994,3,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,5,5,8,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
438,Anatolii Trubin,GK,Ukraine,22,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
439,Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,4,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,3,15,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
440,Viktor Tsyhankov,FW,Ukraine,26,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
441,Ľubomír Tupta,MF,Slovakia,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,,,,,
442,Oleksandr Tymchyk,DF,Ukraine,27,1997,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
443,Deniz Undav,MF,Germany,27,1996,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
444,Dayot Upamecano,DF,France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,28,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
445,Kacper Urbanski,"FW,MF",Poland,19,2004,3,2,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
446,Virgil van Dijk,DF,Netherlands,32,1991,6,6,540,6.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,20,0,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
447,Vladyslav Vanat,FW,Ukraine,22,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,Barnabás Varga,FW,Hungary,30,1994,3,3,249,2.8,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,1,7,11,0.36,0.00,0.36,0.36,0.36,0.44,0.03,0.47,0.44,0.47
449,Ruben Vargas,"MF,FW",Switzerland,25,1998,5,4,306,3.4,1,1,2,1,0,0,0,0,0.7,0.7,1.1,1.8,13,12,21,0.29,0.29,0.59,0.29,0.59,0.20,0.32,0.53,0.20,0.53
450,Denis Vavro,DF,Slovakia,27,1996,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,15,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
451,Joey Veerman,MF,Netherlands,25,1998,6,2,209,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,1,17,1,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.19,0.07,0.19
452,Miloš Veljković,DF,Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,27,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
453,Micky van de Ven,DF,Netherlands,22,2001,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
454,Benjamin Verbič,MF,Slovenia,30,1993,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,1,3,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.31,0.05,0.31
455,Bart Verbruggen,GK,Netherlands,21,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
456,Jan Vertonghen,DF,Belgium,36,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
457,Jannik Vestergaard,DF,Denmark,31,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,15,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
458,Žan Vipotnik,FW,Slovenia,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459,Vitinha,MF,Portugal,23,2000,4,4,358,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,7,28,9,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19
460,Daniel Vivian,DF,Spain,24,1999,2,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
461,Dušan Vlahović,"MF,FW",Serbia,24,2000,3,2,177,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,8,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
462,Stefan de Vrij,DF,Netherlands,31,1992,6,6,540,6.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,26,2,0.17,0.00,0.17,0.17,0.17,0.05,0.00,0.05,0.05,0.05
463,Kyle Walker,DF,England,33,1990,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,14,50,24,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
464,Ollie Watkins,FW,England,28,1995,3,0,62,0.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,0,2,1.45,0.00,1.45,1.45,1.45,0.45,0.00,0.45,0.45,0.45
465,Wout Weghorst,FW,Netherlands,31,1992,6,0,138,1.5,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.9,0,0,8,0.65,0.65,1.30,0.65,1.30,0.42,0.17,0.60,0.42,0.60
466,Andreas Weimann,FW,Austria,32,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
467,Silvan Widmer,DF,Switzerland,30,1993,4,3,299,3.3,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,2,3,15,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11
468,Georginio Wijnaldum,MF,Netherlands,33,1990,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
469,Nico Williams,FW,Spain,21,2002,6,6,492,5.5,2,1,3,2,0,0,0,0,1.0,1.0,1.6,2.6,32,21,67,0.37,0.18,0.55,0.37,0.55,0.18,0.30,0.48,0.18,0.48
470,Patrick Wimmer,"FW,MF",Austria,22,2001,3,1,138,1.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,5,4,10,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15
471,Jonas Wind,FW,Denmark,24,1999,4,3,193,2.1,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.2,0,2,21,0.00,0.47,0.47,0.00,0.47,0.21,0.37,0.58,0.21,0.58
472,Florian Wirtz,"FW,MF",Germany,20,2003,5,3,279,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.8,1.4,17,20,34,0.65,0.00,0.65,0.65,0.65,0.23,0.27,0.50,0.23,0.50
473,Maximilian Wöber,DF,Austria,25,1998,3,2,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
474,Granit Xhaka,MF,Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,8,36,7,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
475,Lamine Yamal,FW,Spain,16,2007,7,6,503,5.6,1,4,5,1,0,0,1,0,1.8,1.8,2.8,4.6,31,23,43,0.18,0.72,0.89,0.18,0.89,0.33,0.50,0.83,0.33,0.83
476,Roman Yaremchuk,FW,Ukraine,28,1995,3,1,121,1.3,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.6,3,3,11,0.74,0.00,0.74,0.74,0.74,0.33,0.11,0.44,0.33,0.44
477,Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,3,1,104,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,6,11,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42
478,Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,2,0,57,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,2,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28
479,Kenan Yıldız,"FW,MF",Türkiye,18,2005,5,4,345,3.8,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,12,6,23,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20
480,Okay Yokuşlu,"MF,DF",Türkiye,29,1994,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
481,İsmail Yüksek,MF,Türkiye,25,1999,3,2,152,1.7,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,2,4,2,0.00,0.59,0.59,0.00,0.59,0.04,0.09,0.12,0.04,0.12
482,Illia Zabarnyi,DF,Ukraine,21,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
483,Mattia Zaccagni,"MF,FW",Italy,28,1995,3,0,82,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.4,0.6,2,3,14,1.10,0.00,1.10,1.10,1.10,0.24,0.43,0.67,0.24,0.67
484,Denis Zakaria,MF,Switzerland,27,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,
485,Nicola Zalewski,DF,Poland,22,2002,3,3,247,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,11,14,9,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.09,0.04,0.09
486,Piotr Zieliński,MF,Poland,29,1994,3,3,253,2.8,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.8,16,10,11,0.00,0.36,0.36,0.00,0.36,0.16,0.14,0.30,0.16,0.30
487,Oleksandr Zinchenko,DF,Ukraine,27,1996,3,2,213,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,3,11,6,0.00,0.42,0.42,0.00,0.42,0.02,0.10,0.12,0.02,0.12
488,Joshua Zirkzee,"FW,DF",Netherlands,22,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
489,Andrija Živković,DF,Serbia,27,1996,3,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,8,12,16,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24
490,Budu Zivzivadze,"FW,MF",Georgia,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
491,Steven Zuber,MF,Switzerland,32,1991,2,0,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,7,0.00,0.00,0.00,0.00,0.00,0.39,0.04,0.42,0.39,0.42
492,Martín Zubimendi,MF,Spain,24,1999,4,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
493,Oleksandr Zubkov,FW,Ukraine,27,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
